# chr: chromosome
# st: starting position for the segment
# sp: end position for the segment
# maxsize: maximum size of phenotype clusters
# count: counts of phenotypes in cluster, comma delimited
# phenos: phenotypes in each cluster, comma delimited. Clusters are semi-colon delimited
# snps: minimum P-values in the region for each phenotype. nan = missing data. space-delimited, in format [phenotype]:[best snp]:[Z scores for all phenotypes in same order as in phenos]
# NB: often will want to exclude the MHC from 26-34Mb on chromosome 6
chr	st	sp	maxsize	count	phenos	snps
chr6	28917608	29737971	2	2;2;2	NST-23,SCZ;ATH-23,ALL-23;RA,UC	NST_23:rs115499420:5.6999,-9.83725,1.1266,2.43475,0.435254,nan SCZ:rs145283874:5.69515,-11.4744,0.490045,1.89905,0.883493,nan ATH_23:rs115353039:2.13501,-2.61156,4.36562,5.12646,-8.13875,nan ALL_23:rs115576003:0.572348,-2.92723,3.25188,5.99095,-5.15447,nan RA:rs114007027:-3.55539,2.66578,-0.348429,-2.87738,14.687,nan UC:rs145994755:-3.09093,2.68903,-0.151694,-2.23366,12.4721,4.8167
chr6	29737971	30798168	2	2	ATH-23,ALL-23	ATH_23:rs187687463:-3.84522,0.414071 ALL_23:rs115778202:2.93117,6.56579
chr6	30798168	31571218	3	3;3;3;2	TG,BHM-23,SCZ;TS-23,RA,CD;MPV,ATH-23,ALL-23;HB,HTHY-23	TG:rs116122940:-6.55001,-4.87069,-8.87593,-3.25552,1.71452,-3.05567,0.765171,2.00452,2.74643,-3.15722,2.4303 BHM_23:rs114233106:nan,-5.58292,-7.47712,-3.14211,0.98921,nan,nan,2.14032,3.21682,nan,3.24474 SCZ:rs114115252:nan,-4.14325,-9.46368,-2.90408,0.883493,nan,nan,2.36501,1.58025,nan,2.61496 TS_23:rs41543314:nan,-0.740165,0.490613,9.87291,-7.53915,nan,nan,-1.24276,nan,nan,-2.02738 RA:rs114273380:nan,-0.108126,3.42275,0.359217,25.5178,nan,nan,5.89646,nan,nan,0.671725 CD:rs2844480:3.51674,0.6696,1.96262,9.18357,5.67358,6.26455,-3.4597,0.405731,-1.54331,0.360788,0.453073 MPV:rs3819294:3.538,0.719948,1.35224,2.26111,15.2011,nan,-4.67261,2.43026,nan,nan,-6.94619 ATH_23:rs192947732:nan,-2.47993,-2.71453,-2.03916,14.8688,nan,nan,8.65359,7.89048,nan,0.00598085 ALL_23:rs116061163:nan,-3.02256,-4.26091,-3.36452,5.23424,nan,nan,6.79915,8.45366,nan,2.71008 HB:rs115316013:-1.59717,-2.26557,-1.05703,-0.106551,-2.88141,3.92706,3.6532,0.982282,nan,-4.50412,9.43991 HTHY_23:rs114086521:nan,-2.63522,-1.972,-3.22589,1.29308,nan,nan,2.0073,0.196782,nan,10.3724
chr6	31571218	32682664	7	7;3	AD,LDL,PD-23,WHR,TG,HEIGHT,TC;ATH-23,PLT,ALL-23	AD:rs9272561:-5.91304,nan,nan,nan,nan,nan,nan,nan,nan,nan LDL:rs114146158:-1.13736,5.42892,nan,nan,6.58959,-10.5589,7.17912,0.349669,1.97369,nan PD_23:rs17425622:-3.96283,nan,-8.95196,nan,nan,nan,nan,9.57901,nan,-1.05062 WHR:rs646984:-4.32093,1.607,-5.30761,4.89796,1.794,-1.76471,3.561,7.74507,1.16703,3.39142 TG:rs389883:-1.90816,4.713,nan,4.37757,7.856,-10.9375,7.141,1.77388,2.48984,nan HEIGHT:rs145560043:-1.08377,4.97457,nan,3.96948,7.67896,-11.5347,7.31934,1.59168,2.15239,nan TC:rs145560043:-1.08377,4.97457,nan,3.96948,7.67896,-11.5347,7.31934,1.59168,2.15239,nan ATH_23:rs115867015:-3.95337,nan,-3.12134,nan,nan,nan,nan,13.9903,nan,7.86046 PLT:rs2075800:-1.09091,2.528,-3.0901,3.26087,2.78,-7.8125,3.555,1.06869,4.19176,-2.70385 ALL_23:rs113453523:2.19383,nan,1.2998,nan,nan,nan,nan,-12.886,nan,-11.1683
chr6	32682664	33236497	11	11	HTHY-23,LDL,TC,ATH-23,RA,SCZ,TG,BHM-23,ALL-23,UC,PD-23	HTHY_23:rs116566502:6.21747,-1.37908,-1.16294,-0.964778,14.5492,1.03023,-2.54702,-0.905178,-2.50442,nan,-1.04485 LDL:rs2621321:-2.35665,5.065,5.729,-4.98388,-5.89571,2.53143,1.351,0.0376472,-2.24171,3.80553,1.3945 TC:rs2071470:-1.76366,4.706,5.759,-4.67249,-2.85408,1.77058,1.571,0.242315,-2.81978,3.82639,1.16551 ATH_23:rs114830752:5.94269,nan,nan,6.86144,14.8392,-6.63587,nan,-4.27125,nan,nan,nan RA:rs113998946:6.16361,nan,nan,4.20887,35.956,2.68889,nan,-0.566557,2.33132,nan,-3.54317 SCZ:rs114720630:1.34767,-1.36244,-4.18627,3.50547,-11.2457,-8.43121,-4.5862,-3.88644,4.48621,-2.93808,0.603694 TG:rs79753369:-3.29969,1.34381,2.26133,-3.76209,-7.14416,0.376292,4.99346,-0.960706,-4.63196,-2.93119,-1.42969 BHM_23:rs114830752:5.94269,nan,nan,6.86144,14.8392,-6.63587,nan,-4.27125,nan,nan,nan ALL_23:rs114886201:4.63674,nan,nan,6.08361,-15.8828,nan,nan,0.477631,6.85998,nan,0.498661 UC:rs146877310:6.12342,-1.32588,0.692791,5.08022,18.9826,1.96478,2.85068,0.701378,0.308275,-10.8989,-5.65614 PD_23:rs115360810:2.22169,nan,nan,2.55137,17.4394,2.24249,nan,0.61705,-3.95495,nan,-6.58198
chr6	33236497	35455756	7	7;2;2	BMI,CUP-23,LDL,MIGR-23,HDL,TC,CAD;ALL-23,SCZ;TS-23,WHR	BMI:rs6934662:5.52269,2.26924,-1.46987,2.5713,-4.93738,-3.10974,4.01521,-0.739404,0.198313,-1.10735,-1.94695 CUP_23:rs2744938:4.01035,4.91985,-3.98661,2.92942,-5.58719,-5.19515,3.20815,-0.867425,1.68035,-0.336683,-0.490206 LDL:rs3800406:nan,2.92701,-5.131,4.54363,-3.584,-5.784,3.36358,nan,2.24156,-0.334825,nan MIGR_23:rs3822921:nan,2.77231,-3.638,4.73521,-4.308,-4.699,3.79964,nan,2.69608,-0.252128,nan HDL:rs6907508:3.04571,3.99357,-4.69284,3.5023,-6.15927,-6.40875,3.4482,-1.27023,2.2618,0.507741,-0.298127 TC:rs2814982:nan,4.32878,-5.039,2.53105,-4.841,-6.581,2.93669,-1.70934,2.21398,-0.851073,nan CAD:rs17609940:-2.3913,-1.05202,0.056826,-2.51974,3.13871,0.295083,-4.46955,-0.359353,0.408782,1.94371,1.61539 ALL_23:rs10947428:0.75,0.337673,-0.353,0.650361,-0.394,-0.356,-0.105631,5.53273,-5.27856,2.30648,0.666667 SCZ:rs9461856:-0.211255,0.217964,0.778008,-0.337359,-0.722064,0.966252,0.48418,-3.83327,6.8957,-2.20256,1.92087 TS_23:rs114078082:nan,-0.00424749,nan,-1.17244,nan,nan,nan,-0.260929,0.819502,5.31192,nan WHR:rs114760566:-2.29561,0.715793,0.151837,-0.557487,-2.45762,-0.261277,0.426267,0.453126,-0.00150398,5.0325,5.55184
chr6	40345115	42038721	3	3	AAM,AAM-23,AVD-23	AAM:rs2479724:-5.86841,-5.67139,-4.26696 AAM_23:rs9349203:-5.65043,-5.91672,-4.32334 AVD_23:rs9471652:5.10082,5.29435,4.72742
chr6	43756169	45406563	4	4	HB,HTHY-23,PCV,T2D	HB:rs9369427:6.88864,5.3293,6.05039,-4.13823 HTHY_23:rs10223666:6.53883,6.45713,5.3912,-3.99092 PCV:rs9369427:6.88864,5.3293,6.05039,-4.13823 T2D:rs9472138:-6.21097,-5.35293,-5.49442,4.78616
chr6	50386145	52210476	3	3	AAM,BMI,AAM-23	AAM:rs3857599:-4.28836,8.62745,-3.44302 BMI:rs3857596:-4.2148,8.73469,-3.46949 AAM_23:rs2744475:-2.98703,7.1076,-4.63324
chr6	53279102	55468270	2	2	AAM,HEIGHT	AAM:rs2179786:-6.81849,-4.48276 HEIGHT:rs4715491:-5.00111,-4.85714
chr6	56105313	57599465	3	3	AAM,HEIGHT,AVD-23	AAM:rs9475752:-5.85396,-4.32432,-4.02513 HEIGHT:rs13218276:-5.50495,-5.12821,-3.79275 AVD_23:rs116512502:nan,nan,-4.4092
chr6	71609510	73450097	2	2	HEIGHT,CAD	HEIGHT:rs12190423:-5.66667,-5.35394 CAD:rs9351814:-5.33333,-5.60988
chr6	83127149	85209989	2	2;2	UB-23,NOSE-23;NST-23,PS-23	UB_23:rs9449896:-9.48265,3.88839,1.17463,-0.511756 NOSE_23:rs9449896:-9.48265,3.88839,1.17463,-0.511756 NST_23:rs61417237:-1.27302,1.37463,-5.10275,4.1512 PS_23:rs13200250:-1.07015,1.33168,-4.80039,4.27099
chr6	89973052	91843196	7	7	HTHY-23,DIMP-23,CD,ATH-23,SCZ,ALL-23,UC	HTHY_23:rs661713:5.4422,-1.72239,-2.47968,-3.38166,-1.01292,-1.9564,-1.9964 DIMP_23:rs72925996:4.9089,-4.10521,-4.32387,-6.58112,-3.52858,-3.21814,-3.02909 CD:rs12525504:-1.32624,-1.54344,4.61447,1.18673,2.20663,0.917952,3.87098 ATH_23:rs58521088:5.08669,-3.86153,-4.20503,-6.82373,-3.97164,-3.05234,-2.97073 SCZ:rs58521088:5.08669,-3.86153,-4.20503,-6.82373,-3.97164,-3.05234,-2.97073 ALL_23:rs207272:3.26357,-1.9469,-3.99577,-4.69063,-2.34104,-3.66074,-2.64348 UC:rs12525504:-1.32624,-1.54344,4.61447,1.18673,2.20663,0.917952,3.87098
chr6	97842284	100630146	4	4	AAM,AAM-23,HEIGHT,AVD-23	AAM:rs9321659:6.60783,4.37981,4.0,-4.08227 AAM_23:rs1819653:-4.65128,-5.68889,-3.05556,-3.62112 HEIGHT:rs593508:2.52499,2.69468,4.84849,1.93396 AVD_23:rs1856502:-0.830825,-2.96355,-1.04749,-5.04221
chr6	103983395	106056733	5	5	AAM,MIGR-23,HEIGHT,AAM-23,AVD-23	AAM:rs9391253:14.0594,-3.78903,13.871,17.14,10.4034 MIGR_23:rs201620852:nan,4.29768,nan,-15.7167,-9.91797 HEIGHT:rs2095812:14.0041,-3.81686,13.871,17.2003,10.2969 AAM_23:rs7766336:-13.8852,3.74147,-13.5382,-17.2533,-10.2188 AVD_23:rs9391253:14.0594,-3.78903,13.871,17.14,10.4034
chr6	106056733	107450306	3	3	ATH-23,ALL-23,RA	ATH_23:rs62422862:4.65566,4.58953,nan ALL_23:rs34599047:4.55861,4.69407,4.31703 RA:rs533733:-0.966204,-2.93508,-4.72846
chr6	110304247	112345014	2	2	MPB-23,UC	MPB_23:rs13203984:4.96761,4.42786 UC:rs17539176:4.4968,4.91183
chr6	125424383	127540461	7	7;4	UB-23,AAM,AAM-23,HEIGHT,EDU,MIGR-23,MPB-23;TG,HDL,WHR,CD	UB_23:6:126678331:9.77901,nan,-6.00489,nan,nan,-4.065,-5.6796,nan,nan,nan,nan AAM:rs4559102:9.63534,-6.34669,-6.57375,13.7931,4.138,-4.20263,-5.81657,-1.264,-0.298,-2.13953,-2.01304 AAM_23:rs1490384:8.2521,-5.65048,-6.94866,13.6667,4.242,-4.08703,-5.7868,-0.923,-1.013,-0.509301,-1.8515 HEIGHT:rs1155939:8.34279,-5.71454,-6.63935,14.4828,3.965,-3.67859,-5.80467,-0.916,-1.009,-0.116279,-1.83911 EDU:rs9388490:9.13591,-5.74121,-6.03946,13.6667,4.701,-4.31208,-6.08827,-1.809,0.465,-2.72727,-2.2085 MIGR_23:rs9375435:9.49501,-5.88011,-6.36317,13.0,4.151,-4.50517,-5.93202,-1.278,0.075,-2.5,-2.00512 MPB_23:rs1262557:-8.65778,5.26525,5.69605,-13.3333,-3.063,2.93584,6.42392,1.134,1.186,0.488372,1.76514 TG:rs9285458:-4.56835,-0.062707,-1.37197,1.48276,-1.94,0.411981,-0.122178,4.372,-4.019,9.28101,4.01562 HDL:rs2800703:-2.04046,-1.55477,-1.697,1.75,1.376,-0.407658,-0.302159,3.562,-5.017,nan,0.559237 WHR:rs2503109:-4.686,-0.722479,-2.10951,2.03448,-1.33,0.197991,0.428416,3.87,-3.655,9.53488,4.07808 CD:rs9491697:-3.4588,0.216956,-0.402575,1.16737,-2.523,0.875516,0.67932,3.79918,-3.80295,8.45454,4.48722
chr6	127540461	129861031	2	2	EDU,SCZ	EDU:rs9375544:5.325,-3.59411 SCZ:rs7742212:-3.488,4.39397
chr6	134244243	136224177	5	5	HB,PLT,PCV,ALL-23,TC	HB:rs9389269:-6.28394,13.1012,-9.50681,-3.39065,-3.242 PLT:rs9399137:-5.93744,14.4019,-9.17233,-3.53555,-3.61 PCV:rs9373124:-6.27893,12.9071,-9.67452,-3.09875,-3.305 ALL_23:rs57250679:nan,nan,nan,3.78314,nan TC:rs9399137:-5.93744,14.4019,-9.17233,-3.53555,-3.61
chr6	137614218	138822629	3	3	TS-23,RA,UC	TS_23:rs11757201:5.82123,9.0213,6.72092 RA:rs17264332:5.81424,9.0213,6.72092 UC:rs62432712:5.51067,8.47064,6.74999
chr6	138822629	139845436	5	5	MCV,HDL,RBC,WHR,TG	MCV:rs590856:-12.5314,5.223,4.95412,-4.31818,-4.789 HDL:rs605066:-9.71522,5.57,3.81461,-4.66667,-4.655 RBC:rs590856:-12.5314,5.223,4.95412,-4.31818,-4.789 WHR:rs605066:-9.71522,5.57,3.81461,-4.66667,-4.655 TG:rs628751:-11.1408,5.48,4.12286,-4.34607,-5.007
chr6	148920352	150253404	2	2	MCV,BHM-23	MCV:rs577849:-4.68439,-4.87645 BHM_23:rs577849:-4.68439,-4.87645
chr6	158218719	160580497	3	2;3	RA,CD;LDL,TC,CAD	RA:rs654690:7.4735,-4.7302,0.63,0.79,-0.609311 CD:rs654690:7.4735,-4.7302,0.63,0.79,-0.609311 LDL:rs1564348:0.783345,-0.571737,8.512,8.308,3.21942 TC:rs1564348:0.783345,-0.571737,8.512,8.308,3.21942 CAD:rs3127194:1.66233,0.795023,-0.245,-0.747,-3.64134
chr6	160580497	162169564	4	4;2	MIGR-23,TG,TC,CAD;TS-23,CEI-23	MIGR_23:rs3127596:-4.0059,5.234,5.956,2.91682,-0.717723,0.329942 TG:rs3124785:-3.99973,5.265,6.0,3.00849,-0.709336,0.325214 TC:rs10455872:-2.20747,0.687,8.188,nan,0.700209,-0.914377 CAD:rs2048327:-1.8602,2.434,3.434,5.04483,-2.06942,-1.34963 TS_23:rs73015965:0.338336,nan,nan,nan,3.86284,5.73467 CEI_23:rs73015965:0.338336,nan,nan,nan,3.86284,5.73467
chr6	167024733	168042835	2	2	HTHY-23,CD	HTHY_23:rs2769345:-4.6914,-6.4859 CD:rs444210:4.24459,7.32918
chr7	2062398	4573428	3	3	TS-23,UC,HEIGHT	TS_23:rs2644312:-6.99434,-5.18475,-17.5 UC:rs798502:-6.97087,-5.75661,-17.5 HEIGHT:rs798490:-6.8905,-5.28385,-17.8125
chr7	13884202	15143657	2	2	EDU,HEIGHT	EDU:rs6977237:-4.315,-4.33333 HEIGHT:rs10255497:-4.161,-4.82759
chr7	20124908	22507629	3	3	ATH-23,ALL-23,CD	ATH_23:rs13242474:-4.97929,-4.04006,1.11093 ALL_23:rs10270615:-4.32237,-5.21516,0.247239 CD:rs2390314:-3.28897,-5.0795,-4.33288
chr7	25077259	25909555	3	3	TG,WHR,HEIGHT	TG:rs10235225:4.039,2.97302,0.96875 WHR:rs10282436:3.206,6.92308,5.67568 HEIGHT:rs7798002:3.312,6.34686,5.94595
chr7	25909555	28360309	3	3	ATH-23,ALL-23,RA	ATH_23:rs10245867:4.35041,3.74434,-3.18249 ALL_23:rs186735625:3.86548,4.45365,-5.40878 RA:rs186735625:3.86548,4.45365,-5.40878
chr7	37555184	38966703	2	2	LSBMD,HEIGHT	LSBMD:rs6959212:8.17349,8.75 HEIGHT:rs6974574:6.61538,8.82353
chr7	39862670	42001811	3	3	AAM,HEIGHT,AAM-23	AAM:rs1079866:7.52865,3.72093,5.76639 HEIGHT:rs4141153:7.50169,4.32432,6.76668 AAM_23:rs4141153:7.50169,4.32432,6.76668
chr7	45952922	46986720	2	2	TS-23,CEI-23	TS_23:rs80077929:8.3573,3.97495 CEI_23:rs73107844:6.87752,4.62851
chr7	49212278	51675322	2	2;2	TS-23,HDL;CD,CAD	TS_23:rs876037:-7.13035,3.98453,3.72272,-1.56775 HDL:rs876038:-7.12277,4.284,3.72272,-1.84053 CD:rs1456896:-0.785035,1.387,5.52843,-4.30762 CAD:rs1456896:-0.785035,1.387,5.52843,-4.30762
chr7	68234074	71874885	2	2;2	EDU,SCZ;TS-23,CEI-23	EDU:rs35417702:-5.271,-4.59662,0.25694,-1.64792 SCZ:rs1914395:3.204,5.01882,0.80073,0.32288 TS_23:rs12698859:0.812,1.36708,-3.91111,-3.98993 CEI_23:rs35213789:0.622,0.458769,-3.27414,-6.14532
chr7	71874885	73334602	3	3	MIGR-23,TG,HDL	MIGR_23:rs13225660:-5.85371,-15.105,4.26049 TG:rs7811265:-5.83496,-16.164,4.855 HDL:rs35695283:-5.37422,-15.8771,6.088
chr7	82022686	83801203	2	2	NST-23,SCZ	NST_23:rs17212432:6.67779,4.44391 SCZ:rs2189246:6.56916,4.48876
chr7	90661784	92493752	2	2	RA,HEIGHT	RA:rs2282983:5.31836,18.3333 HEIGHT:rs42039:4.6006,20.0
chr7	98715474	100196651	2	2	AD,AAM-23	AD:rs7384878:4.68715,-4.68764 AAM_23:rs1859788:4.2931,-5.39271
chr7	104159525	105682905	3	3	ATH-23,HEIGHT,CEI-23	ATH_23:rs6959584:5.87918,-2.5,5.33478 HEIGHT:rs10258293:4.89538,-4.25,5.80721 CEI_23:rs114947103:5.46265,-3.58456,6.0825
chr7	109647594	112618684	2	2	NST-23,EDU	NST_23:rs2396536:5.0832,3.569 EDU:rs12113634:-2.84793,-4.367
chr7	126869221	128778386	3	3;2	ATH-23,RA,UC;EDU,HEIGHT	ATH_23:rs3757387:-5.15961,6.19279,4.77667,0.051,-3.66098 RA:rs3778753:-4.94518,8.17467,4.4737,0.237,-3.55323 UC:rs3807306:-4.7885,6.45552,5.25804,-0.188,-3.33333 EDU:rs113520408:2.23465,0.0,-0.711946,5.615,-4.857 HEIGHT:rs1043550:1.57072,-1.31924,-2.99129,4.02,-5.33333
chr7	130422414	132805848	3	2;3;2	NST-23,SCZ;TG,HDL,T2D;AAM,HEIGHT	NST_23:rs10954342:-4.80714,-4.87178,0.7,-0.13,0.974114,0.738847,0.222222 SCZ:rs7801375:4.16389,5.59074,-0.928,0.116,-2.03352,-0.994458,-0.02439 TG:rs1596972:1.30876,-0.63045,5.027,-7.268,4.93055,0.201893,1.7 HDL:rs4731702:-1.21535,1.38028,-4.879,8.004,-5.19934,0.658838,-2.51724 T2D:rs13233731:-1.20813,1.53616,-4.413,7.777,-5.47807,0.467699,-2.55172 AAM:rs12707061:0.29288,-1.78218,-0.648,0.193,2.17009,5.08378,2.72727 HEIGHT:rs12537090:0.518773,0.372931,0.951,-0.412,-1.47579,-4.63323,-5.0
chr7	136876562	138744679	2	2	EDU,SCZ	EDU:rs320700:4.85,5.23454 SCZ:rs3735025:-4.583,-5.77376
chr8	7153079	9154694	2	2	BHM-23,NOSE-23	BHM_23:rs453301:5.5674,-4.72955 NOSE_23:rs2929451:-4.65189,6.8158
chr8	9154694	9640787	3	3	LDL,HDL,FG	LDL:rs2126259:7.777,9.786,-5.2 HDL:rs9987289:7.65,10.309,-5.88235 FG:rs983309:7.362,8.965,-6.25
chr8	9640787	10463197	2	2	BHM-23,NST-23	BHM_23:rs187276360:5.30045,-0.304216 NST_23:rs7005363:4.62076,-5.43402
chr8	11278998	13491775	3	2;3	DIMP-23,NOSE-23;HTHY-23,BHM-23,RA	DIMP_23:rs112294246:-4.67477,2.26602,-0.640418,-1.71301,1.33716 NOSE_23:rs767764:-3.49881,5.28842,-0.832572,-0.110927,0.791139 HTHY_23:rs2736342:-2.66721,3.68645,4.29137,-4.64624,-3.34603 BHM_23:rs1382567:-2.49892,3.746,3.98794,-5.12533,-2.66413 RA:rs2736336:2.04325,-2.75374,-3.4545,3.46702,5.84232
chr8	17836399	19492840	4	4	TG,TC,RA,CAD	TG:rs1495741:-7.543,-5.56,-4.31703,-4.49242 TC:rs1961456:6.631,6.026,2.71315,3.02029 RA:rs7816847:5.698,4.537,4.83003,3.31078 CAD:rs1495741:-7.543,-5.56,-4.31703,-4.49242
chr8	19492840	20060856	3	3	TG,HDL,CAD	TG:rs12678919:-22.849,20.981,-3.6631 HDL:rs12678919:-22.849,20.981,-3.6631 CAD:rs7826306:-13.5948,13.3322,-5.2185
chr8	26682525	28162392	2	2	NST-23,AD	NST_23:rs1532277:-7.30041,8.19527 AD:rs7982:-7.13077,8.48485
chr8	41721454	42773823	2	2	MCHC,CD	MCHC:rs6987853:6.5426,-3.65632 CD:rs2974298:-3.7924,4.66695
chr8	63349306	65232872	2	2	NST-23,PS-23	NST_23:rs2354861:5.18949,-4.70139 PS_23:rs2084864:4.452,-5.07292
chr8	70867979	72289454	2	2	ATH-23,NST-23	ATH_23:rs4738091:4.51063,5.90787 NST_23:rs2622647:4.29196,5.97139
chr8	76456542	79132861	5	5	DIMP-23,UB-23,HEIGHT,NOSE-23,AAM-23	DIMP_23:rs4735738:-4.47373,9.80405,-0.365854,-4.5827,-5.32034 UB_23:rs7837649:-4.34023,9.87577,-0.85,-4.53061,-5.14798 HEIGHT:rs4735677:2.31445,3.52538,11.5625,0.762442,-5.76984 NOSE_23:rs6985531:-4.10315,9.68422,-0.675,-4.84149,-5.3193 AAM_23:rs10094574:2.50805,3.81183,10.9913,0.652622,-6.0326
chr8	79132861	81956395	6	6	TS-23,ATH-23,RA,EDU,ALL-23,UC	TS_23:rs140838291:-4.39455,-0.0144838,nan,nan,nan,nan ATH_23:rs10957978:-3.87216,-7.10718,-4.27031,3.594,-6.41292,3.08374 RA:rs6990006:2.77255,3.64754,5.23424,-1.9,4.95152,-2.25094 EDU:rs28656344:3.66569,5.4861,4.10771,-3.908,6.41347,-2.59063 ALL_23:rs7824394:-3.72769,-6.98957,-4.6006,3.725,-6.69366,2.83407 UC:rs11776367:-3.19944,-6.85663,-4.07016,2.99,-6.26173,3.33716
chr8	95005527	96534806	2	2	HB,T2D	HB:rs896854:-4.72625,-4.55655 T2D:rs896854:-4.72625,-4.55655
chr8	116096495	119685457	3	3	UB-23,HDL,RBC	UB_23:rs800888:5.47042,-5.198,-2.93477 HDL:rs2293889:-5.41176,6.55,3.74044 RBC:rs2721926:-5.1027,6.306,4.3928
chr8	119685457	121201700	2	2	ATH-23,LSBMD	ATH_23:rs201932362:4.6058,nan LSBMD:rs2062375:3.7008,-8.86814
chr8	126410917	128659111	5	5	TG,HDL,TC,LDL,CAD	TG:rs2954022:-15.547,8.444,-12.532,-11.24,-4.0235 HDL:rs10808546:-15.493,8.886,-11.84,-10.691,-3.77396 TC:rs28601761:-15.1639,7.46543,-12.6425,-11.0038,-2.66731 LDL:rs2954022:-15.547,8.444,-12.532,-11.24,-4.0235 CAD:rs2954021:-15.338,8.489,-12.201,-11.102,-4.4836
chr8	128659111	130381139	2	2;2	RA,CD;TS-23,ATH-23	RA:rs1516971:-5.41012,-4.72537,2.23122,-0.602075 CD:rs6651252:-4.97218,-4.77102,2.20523,-0.396397 TS_23:rs2648832:0.554133,-2.807,5.22898,1.48843 ATH_23:rs73351149:1.92965,-1.76735,4.37443,-4.8107
chr8	130381139	131639625	2	2	RA,UC	RA:rs2395902:5.31836,-4.12932 UC:rs1991866:3.79861,-4.43505
chr8	140725643	143044914	2	2	EDU,SCZ	EDU:rs1106761:-5.058,-3.38453 SCZ:rs4961278:-1.091,4.28071
chr8	144236881	146303867	4	4	LDL,PLT,TC,HEIGHT	LDL:rs11136341:7.241,4.73367,6.127,-5.75758 PLT:rs11784762:6.592,6.63771,5.75,-6.0 TC:rs11136341:7.241,4.73367,6.127,-5.75758 HEIGHT:rs7357417:6.75028,5.38856,5.71526,-6.02575
chr9	1079707	1916877	2	2	UB-23,NOSE-23	UB_23:rs7861975:-17.4895,5.85201 NOSE_23:rs10809266:-17.0303,6.35934
chr9	3190064	4495328	3	3	DIMP-23,MPB-23,FG	DIMP_23:rs4237150:9.20871,-3.71137,4.83871 MPB_23:rs10814915:-9.20572,4.07216,-4.26926 FG:rs10974438:7.70937,-3.30437,5.75758
chr9	4884926	6557589	2	2;2	AAM,UC;ATH-23,ALL-23	AAM:rs1536798:4.52994,4.81689,0.725321,2.58307 UC:rs10758669:-4.16599,-7.28419,-1.59909,-3.1076 ATH_23:rs144829310:-0.267191,-0.197413,12.2485,6.91092 ALL_23:rs10975488:nan,nan,10.9396,7.15529
chr9	6557589	7154923	2	2	ATH-23,ALL-23	ATH_23:rs45582831:5.79689,4.72386 ALL_23:rs45582831:5.79689,4.72386
chr9	7154923	8456299	2	2	AAM,SCZ	AAM:rs913588:-5.98231,5.146 SCZ:rs2026714:-3.57869,5.21112
chr9	85440801	86938196	3	3	AAM,AAM-23,AVD-23	AAM:rs7853970:-5.91102,-7.19624,-4.05251 AAM_23:rs2378662:-5.71454,-7.38134,-3.8275 AVD_23:rs10868122:0.922348,0.524672,-4.17284
chr9	98922040	101592859	2	2;2	PLT,HEIGHT;HTHY-23,DIMP-23	PLT:rs7870106:-4.78057,11.1429,-1.15862,0.56904 HEIGHT:rs7870753:-4.50405,12.2857,-1.0654,0.83405 HTHY_23:rs10759927:1.87916,-2.59399,20.8145,3.98811 DIMP_23:rs200414920:nan,nan,20.3917,4.2492
chr9	107581749	109298754	5	5;2	AAM,BMI,HEIGHT,AAM-23,AVD-23;AD,TC	AAM:rs2138628:-13.9483,3.95238,-7.40358,-13.038,-6.3704,2.59394,-0.628741 BMI:rs2222133:-13.0,4.275,-7.74193,-13.2363,-6.51103,2.25146,-0.658 HEIGHT:rs9409082:-11.0539,2.78261,-8.0,-9.17316,-4.39588,3.3587,-0.338 AAM_23:rs12686569:-13.0,4.125,-7.1875,-13.2704,-6.48399,2.28824,-0.564 AVD_23:rs9408817:-13.4771,4.02364,-7.48085,-13.2171,-6.61753,2.43529,-0.611913 AD:rs10991386:0.992746,1.59099,-1.48767,1.46499,-0.226718,3.97283,-6.73029 TC:rs1883025:1.7392,nan,-1.33333,0.664496,0.0643306,3.87363,-10.801
chr9	112778024	114831082	3	3	AAM,AAM-23,AVD-23	AAM:rs12003641:7.76917,6.00586,5.26699 AAM_23:rs10217747:-7.11395,-6.07549,-4.14602 AVD_23:rs10980922:6.96727,5.58103,5.48569
chr9	122260297	124871322	4	4	ATH-23,NST-23,ALL-23,RA	ATH_23:rs10985070:-5.06249,-3.74537,-3.44431,-5.00992 NST_23:rs201783688:-4.17316,-4.57192,-4.23314,nan ALL_23:rs10760123:-3.81579,-4.18322,-4.66648,-4.07084 RA:rs7037195:-4.76523,-3.69113,-3.10061,-6.13534
chr9	126971887	129059665	3	3	HTHY-23,ATH-23,ALL-23	HTHY_23:rs10116520:5.22675,5.53238,3.72435 ATH_23:rs1045774:5.20041,5.54872,3.73674 ALL_23:rs142678206:-0.756751,0.00340401,-3.9497
chr9	129059665	130055510	2	2	MIGR-23,BMI	MIGR_23:rs7857723:-4.40025,3.12109 BMI:rs10733682:3.7274,-5.29468
chr9	133223217	134127888	2	2	FNBMD,HEIGHT	FNBMD:rs7851693:-5.56344,-10.6452 HEIGHT:rs7851693:-5.56344,-10.6452
